transaction_id,product_id,customer_id,quantity,transaction_date
304,178,631,5,2025-03-16
305,95,339,5,2024-05-03
306,164,780,4,2025-03-22
307,152,381,3,2024-10-22
308,180,180,1,2024-08-12
309,21,657,2,2025-03-25
310,67,90,1,2024-11-27
311,64,804,4,2025-04-17
312,2,974,1,2024-10-08
313,25,711,5,2025-01-12
314,85,524,5,2026-01-11
315,89,825,3,2025-05-31
316,26,409,4,2024-05-09
317,93,989,3,2025-10-29
318,3,725,2,2024-03-30
319,110,351,3,2024-08-12
320,14,267,5,2025-11-14
321,53,23,1,2025-09-07
322,28,614,2,2026-01-14
323,184,761,2,2024-04-30
324,173,248,1,2024-03-13
325,9,310,4,2024-12-15
326,159,329,4,2024-07-02
327,160,284,5,2024-06-22
328,10,309,1,2024-08-07
329,41,845,4,2024-03-23
330,134,106,1,2025-04-28
331,121,917,5,2024-02-28
332,60,297,1,2024-06-14
333,193,425,4,2025-01-19
334,131,836,3,2024-07-21
335,137,567,2,2025-03-05
336,46,809,4,2024-03-12
337,167,493,5,2024-06-05
338,110,688,5,2025-05-27
339,193,971,2,2026-01-21
340,172,373,1,2025-04-09
341,86,499,4,2025-05-25
342,89,729,5,2025-02-13
343,192,203,5,2025-01-18
344,165,95,4,2024-12-04
345,42,320,2,2025-07-05
346,60,530,1,2024-08-18
347,155,340,5,2026-01-02
348,28,578,4,2024-11-26
349,129,627,2,2024-10-22
350,15,23,4,2025-04-11
351,42,899,4,2024-09-12
352,89,1000,5,2025-07-04
353,130,758,3,2025-08-20
354,148,456,2,2024-05-31
355,124,914,1,2025-07-31
356,42,818,2,2025-04-20
357,23,556,3,2024-07-12
358,166,482,1,2024-05-21
359,97,891,5,2025-03-28
360,123,843,1,2025-04-08
361,186,304,4,2025-08-20
362,104,359,1,2024-08-11
363,152,216,2,2024-11-19
364,131,640,4,2025-05-24
365,184,95,2,2024-09-11
366,117,640,4,2025-05-02
367,122,894,1,2024-08-06
368,15,557,4,2025-11-14
369,31,819,3,2024-03-22
370,191,276,1,2025-11-16
371,92,297,5,2025-11-01
372,175,313,1,2025-03-07
373,200,347,1,2024-08-31
374,19,456,1,2024-02-19
375,40,859,2,2024-11-24
376,45,644,5,2024-07-06
377,69,944,3,2025-02-06
378,90,983,4,2024-10-30
379,147,702,4,2025-09-15
380,70,491,2,2024-12-15
381,143,843,5,2024-09-17
382,29,636,1,2024-07-10
383,140,602,2,2025-06-07
384,28,510,3,2025-08-01
385,12,382,3,2025-05-10
386,47,282,4,2025-01-16
387,135,248,4,2026-02-10
388,46,790,4,2024-06-27
389,49,697,1,2024-08-08
390,7,495,2,2025-06-08
391,151,589,4,2024-07-25
392,157,714,2,2024-08-03
393,37,645,1,2025-08-10
394,21,484,3,2024-12-04
395,32,701,4,2025-11-17
396,158,16,4,2025-07-18
397,145,774,2,2024-08-13
398,157,498,5,2025-12-09
399,49,506,2,2024-12-12
400,109,450,3,2025-01-21
401,42,691,5,2024-11-20
402,141,759,5,2026-01-19
403,35,631,4,2024-03-01
404,110,856,3,2025-04-03
405,194,483,2,2025-01-23
406,167,713,3,2024-10-30
407,185,382,4,2024-05-10
408,141,485,4,2024-05-16
409,102,849,2,2024-09-03
410,23,132,4,2025-03-21
411,170,477,3,2024-08-13
412,180,885,4,2025-10-09
413,43,227,2,2025-09-21
414,130,59,5,2024-09-27
415,187,115,4,2025-11-08
416,187,860,3,2026-01-20
417,24,327,1,2025-06-06
418,99,827,3,2025-01-23
419,126,251,2,2025-07-31
420,141,427,4,2025-05-25
421,103,576,1,2025-05-18
422,145,993,2,2025-05-16
423,199,881,4,2025-10-28
424,137,131,4,2025-08-31
425,97,271,4,2024-10-12
426,143,823,2,2025-06-09
427,99,123,4,2024-05-17
428,105,733,1,2024-10-30
429,123,286,5,2024-10-28
430,149,19,4,2026-01-28
431,170,249,5,2025-07-18
432,82,795,2,2026-01-12
433,83,173,1,2025-05-01
434,20,547,5,2025-07-14
435,126,316,3,2024-12-31
436,91,452,1,2026-02-16
437,3,67,4,2026-01-22
438,133,462,5,2025-08-30
439,90,576,3,2025-09-11
440,185,303,1,2024-08-21
441,54,272,3,2025-01-24
442,63,407,3,2024-09-21
443,128,367,1,2024-07-02
444,81,966,2,2025-08-02
445,99,610,2,2024-07-25
446,75,212,1,2024-08-06
447,133,357,1,2025-01-12
448,72,369,1,2025-05-25
449,94,810,3,2025-01-09
450,185,3,5,2024-10-06
451,125,523,1,2026-01-29
452,1,90,4,2025-02-02
453,76,656,4,2025-08-16
454,184,130,2,2024-07-09
455,74,54,4,2024-06-06
456,179,616,1,2025-12-12
457,36,704,4,2024-08-18
458,144,529,4,2024-07-24
459,170,475,3,2025-06-09
460,18,785,2,2025-03-03
461,192,670,3,2025-08-30
462,61,835,1,2025-03-10
463,184,500,1,2025-04-07
464,64,802,1,2024-02-24
465,157,65,1,2025-01-26
466,93,364,1,2024-02-20
467,14,144,3,2025-07-22
468,102,431,3,2025-05-16
469,13,21,1,2025-04-30
470,124,764,3,2024-07-05
471,58,297,2,2025-02-10
472,150,931,1,2024-05-30
473,36,557,4,2025-01-03
474,68,274,5,2025-08-16
475,124,802,1,2025-12-23
476,194,278,1,2024-04-21
477,158,840,4,2025-02-24
478,71,930,1,2026-01-31
479,38,63,2,2026-02-03
480,131,417,1,2024-06-07
481,19,510,1,2025-03-14
482,159,549,5,2025-10-13
483,11,79,4,2025-06-25
484,134,921,5,2024-02-19
485,137,491,3,2024-10-25
486,62,29,4,2024-04-08
487,5,360,5,2025-05-03
488,185,418,4,2024-06-26
489,35,886,2,2024-09-28
490,152,897,2,2025-12-27
491,67,977,3,2024-08-22
492,120,561,3,2025-06-03
493,163,977,5,2024-12-30
494,69,914,2,2025-07-12
495,20,924,3,2025-06-15
496,174,457,3,2024-11-09
497,110,572,4,2026-01-23
498,123,512,1,2025-07-11
499,164,563,2,2024-05-07
500,96,183,3,2024-09-25
501,157,20,4,2025-12-29
502,126,768,3,2024-08-11
503,39,170,2,2025-04-14
504,122,4,1,2024-10-30
505,45,41,2,2025-10-29
506,80,183,5,2024-03-06
507,155,317,3,2024-10-11
508,79,658,3,2026-01-28
509,197,884,5,2024-03-12
510,1,101,3,2025-04-17
511,23,560,3,2026-01-07
512,78,26,3,2026-01-15
513,33,580,1,2024-09-09
514,183,509,1,2024-02-23
515,117,636,2,2025-11-06
516,55,489,1,2026-01-25
517,79,880,5,2025-06-12
518,56,672,5,2025-03-03
519,105,616,3,2024-12-23
520,66,468,2,2025-08-17
521,34,226,5,2026-01-30
522,192,691,1,2025-12-05
523,185,634,3,2025-12-28
524,141,665,4,2025-10-26
525,13,193,1,2025-08-05
526,92,50,3,2024-06-16
527,189,729,1,2025-05-31
528,98,564,3,2025-08-09
529,50,850,5,2025-10-30
530,86,140,4,2025-12-30
531,50,640,2,2024-05-14
532,104,402,2,2025-11-18
533,45,770,5,2025-01-21
534,69,844,1,2025-04-11
535,99,276,1,2025-07-20
536,44,212,1,2024-10-01
537,179,840,4,2025-01-15
538,17,670,5,2025-06-07
539,41,142,4,2025-11-03
540,115,456,2,2024-11-05
541,55,1000,1,2024-05-14
542,9,528,1,2025-03-31
543,113,282,2,2024-10-27
544,88,404,2,2025-09-15
545,117,640,4,2024-09-23
546,150,961,3,2025-10-03
547,146,101,1,2025-09-15
548,98,737,1,2024-05-11
549,150,346,1,2024-03-30
550,175,295,4,2025-09-17
551,32,243,2,2025-10-23
552,54,154,1,2025-12-10
553,116,685,5,2024-08-31
554,95,816,1,2025-10-20
555,43,696,2,2024-08-15
556,118,259,2,2024-10-04
557,68,349,4,2026-01-03
558,43,958,2,2024-09-12
559,34,759,5,2025-03-29
560,71,208,3,2025-09-06
561,147,525,5,2025-09-06
562,26,803,2,2025-09-06
563,195,381,5,2024-08-08
564,36,690,1,2025-09-17
565,137,875,4,2025-12-06
566,193,998,5,2024-06-14
567,100,442,3,2025-01-24
568,29,702,4,2024-04-15
569,199,502,5,2024-04-26
570,115,295,1,2025-08-02
571,18,971,1,2024-04-11
572,57,414,2,2025-05-31
573,82,701,1,2025-03-03
574,20,680,1,2024-07-04
575,120,45,4,2026-02-16
576,192,32,4,2024-04-05
577,193,98,1,2024-07-11
578,50,345,2,2024-12-25
579,136,886,4,2025-01-27
580,60,538,2,2025-04-03
581,89,487,3,2024-12-24
582,40,248,1,2026-01-06
583,14,153,1,2025-03-09
584,149,593,2,2025-03-02
585,60,833,2,2026-01-05
586,124,895,2,2024-05-16
587,114,626,4,2024-08-01
588,75,213,1,2024-05-30
589,71,486,5,2024-05-28
590,138,622,3,2025-03-24
591,131,401,1,2024-05-09
592,199,173,3,2025-02-05
593,187,901,2,2024-09-13
594,175,927,2,2025-04-24
595,118,547,1,2025-08-19
596,25,853,3,2025-12-16
597,128,6,1,2025-03-16
598,36,560,1,2024-03-01
599,164,671,3,2024-07-26
600,76,923,1,2024-11-08
601,57,679,1,2025-06-10
602,9,596,2,2025-09-01
603,24,500,4,2024-06-17
604,109,482,3,2025-05-24
605,141,904,2,2025-11-02
606,62,382,3,2025-10-08
607,193,460,1,2025-11-01
608,63,704,3,2024-09-20
609,154,519,4,2025-02-19
610,195,431,2,2025-02-16
611,28,37,4,2025-01-01
612,64,596,3,2024-10-24
613,36,791,3,2024-04-07
614,114,704,3,2025-10-08
615,22,739,1,2026-02-09
616,113,810,5,2026-01-07
617,78,119,5,2025-03-09
618,40,72,1,2024-08-10
619,163,931,5,2025-02-20
620,17,821,4,2025-02-03
621,26,45,1,2024-08-15
622,23,970,3,2024-09-28
623,183,103,3,2025-07-07
624,186,229,2,2024-02-26
625,9,736,3,2024-05-15
626,49,79,4,2025-07-12
627,1,260,1,2025-10-24
628,162,26,1,2025-08-26
629,37,192,2,2024-09-01
630,187,6,1,2025-11-03
631,50,640,4,2024-08-25
632,193,757,2,2024-12-22
633,182,770,3,2024-03-11
634,64,678,2,2024-07-14
635,148,406,4,2024-06-17
636,66,597,4,2024-11-14
637,136,745,5,2025-08-19
638,46,710,5,2024-05-07
639,114,553,1,2025-07-13
640,54,163,1,2025-08-31
641,20,720,5,2024-06-11
642,28,497,5,2024-09-30
643,42,855,5,2025-09-04
644,69,61,2,2025-07-06
645,66,290,3,2024-05-11
646,8,172,5,2025-05-02
647,15,68,1,2025-02-05
648,187,227,3,2025-02-28
649,112,148,4,2024-12-06
650,162,457,2,2025-12-28
651,161,296,3,2024-09-29
652,15,5,3,2024-07-08
653,189,346,4,2025-01-18
654,74,582,3,2024-09-26
655,87,436,1,2025-04-04
656,45,189,2,2025-08-11
657,106,437,1,2024-10-28
658,87,353,1,2024-11-15
659,114,52,4,2024-08-06
660,107,851,2,2024-10-04
661,171,480,2,2024-04-10
662,82,325,5,2025-02-05
663,75,873,3,2025-09-18
664,5,609,3,2025-06-29
665,128,958,2,2025-09-09
666,144,538,3,2024-02-24
667,157,466,2,2025-10-13
668,142,441,3,2024-03-27
669,137,334,4,2025-02-28
670,98,756,2,2024-11-09
671,6,389,1,2025-06-22
672,81,794,1,2025-11-15
673,117,37,4,2025-04-12
674,21,577,2,2026-01-19
675,139,105,4,2025-01-20
676,180,622,1,2025-08-02
677,122,351,1,2024-10-29
678,181,356,5,2024-07-08
679,46,869,4,2024-11-28
680,79,620,1,2024-05-04
681,13,565,3,2024-03-03
682,83,551,4,2025-05-24
683,61,895,2,2024-04-07
684,138,297,4,2026-01-06
685,174,56,5,2024-03-07
686,177,948,5,2025-09-15
687,42,509,5,2025-12-30
688,170,725,2,2025-03-09
689,158,826,3,2025-06-14
690,129,534,5,2025-12-23
691,27,721,4,2025-10-21
692,56,537,4,2024-12-29
693,56,334,5,2025-01-23
694,28,793,3,2026-01-11
695,68,854,1,2025-02-28
696,34,956,3,2025-03-18
697,83,818,4,2024-11-20
698,79,593,3,2025-08-16
699,92,244,4,2024-04-06
700,19,146,2,2024-03-07
701,33,129,3,2024-09-02
702,12,986,4,2024-09-19
703,152,104,5,2024-09-12
704,143,852,1,2025-05-30
705,172,144,1,2025-03-12
706,44,439,2,2024-03-14
707,142,728,3,2024-04-14
708,176,83,2,2025-01-01
709,146,318,2,2025-07-25
710,145,843,5,2024-07-13
711,100,860,2,2024-04-10
712,179,404,1,2025-03-12
713,103,531,1,2024-12-16
714,101,107,3,2024-11-14
715,110,765,2,2024-03-16
716,135,160,3,2025-07-10
717,189,700,4,2024-12-11
718,29,762,5,2024-07-04
719,185,924,2,2025-02-07
720,9,650,2,2025-02-17
721,171,653,5,2026-02-14
722,119,236,5,2025-10-16
723,189,896,5,2024-07-05
724,46,835,1,2026-01-25
725,176,562,2,2024-06-13
726,92,567,3,2025-10-08
727,108,759,1,2025-06-06
728,133,950,3,2026-01-28
729,192,1000,5,2025-12-04
730,122,482,2,2025-05-04
731,29,791,2,2024-10-30
732,49,987,5,2025-02-03
733,85,541,3,2025-01-17
734,113,495,2,2025-04-17
735,95,777,1,2025-03-30
736,81,862,4,2026-02-09
737,165,670,2,2024-04-30
738,84,897,4,2025-08-21
739,53,978,1,2025-09-07
740,102,655,4,2025-07-21
741,78,830,1,2025-11-07
742,26,421,5,2025-02-04
743,62,458,2,2024-06-13
744,171,737,5,2025-05-16
745,175,556,3,2025-07-28
746,50,213,2,2024-09-06
747,97,574,1,2024-04-03
748,119,177,3,2025-08-13
749,117,769,4,2025-09-21
750,112,404,2,2026-02-04
751,117,943,2,2025-05-24
752,179,312,5,2025-08-26
753,188,586,1,2024-03-29
754,118,199,1,2025-10-04
755,86,559,3,2025-05-17
756,199,169,1,2025-02-27
757,200,364,1,2024-06-14
758,165,689,3,2025-09-01
759,95,598,1,2025-11-20
760,109,818,4,2025-12-16
761,44,719,3,2025-02-10
762,106,76,2,2024-12-01
763,194,840,3,2025-07-25
764,178,183,3,2024-02-29
765,96,758,2,2025-03-02
766,180,998,5,2026-01-12
767,67,518,2,2024-11-30
768,181,749,2,2025-10-13
769,118,776,3,2025-08-05
770,197,419,3,2025-08-06
771,23,14,1,2024-10-03
772,60,463,1,2024-12-08
773,186,50,2,2024-03-10
774,101,991,2,2025-03-20
775,99,858,4,2025-06-11
776,96,820,4,2024-06-23
777,110,630,1,2024-10-20
778,164,893,5,2025-03-01
779,81,518,4,2025-02-03
780,143,583,3,2025-11-11
781,146,689,1,2024-07-24
782,63,230,5,2024-03-10
783,129,383,3,2025-10-12
784,34,603,2,2025-12-13
785,32,948,2,2025-07-23
786,105,235,5,2025-04-28
787,30,864,5,2024-10-17
788,189,2,5,2024-10-17
789,14,688,1,2024-06-19
790,160,792,4,2025-05-07
791,112,912,2,2026-02-12
792,180,216,2,2024-09-17
793,187,308,4,2024-07-08
794,71,747,5,2025-06-29
795,110,47,2,2024-10-26
796,60,712,4,2025-04-14
797,158,934,2,2025-07-05
798,63,353,4,2025-02-19
799,87,694,2,2025-05-25
800,176,673,4,2025-05-16
801,77,409,3,2025-01-18
802,171,400,1,2024-07-21
803,40,351,5,2024-10-05
804,26,497,2,2025-10-09
805,150,56,3,2026-02-13
806,17,456,1,2025-11-26
807,20,942,3,2024-05-10
808,127,683,5,2024-04-04
809,92,585,2,2024-06-16
810,129,761,4,2026-01-21
811,193,295,5,2024-12-28
812,147,872,4,2025-07-17
813,36,800,5,2025-11-14
814,159,706,1,2025-06-23
815,187,375,5,2024-10-03
816,170,466,4,2024-12-24
817,68,184,1,2025-02-27
818,197,137,3,2024-11-18
819,109,832,2,2025-04-10
820,67,456,4,2024-12-12
821,17,510,2,2025-07-09
822,130,672,5,2025-10-07
823,183,946,3,2025-11-09
824,153,765,5,2024-04-27
825,64,753,1,2024-12-21
826,9,171,3,2026-01-09
827,36,651,1,2025-01-31
828,144,619,3,2025-07-31
829,199,344,4,2025-01-04
830,172,433,1,2024-08-21
831,30,39,2,2025-11-26
832,136,438,5,2024-08-28
833,149,635,4,2025-04-20
834,71,26,2,2026-02-02
835,100,971,4,2024-12-08
836,25,774,1,2024-08-26
837,140,35,2,2025-03-30
838,133,22,1,2026-01-22
839,187,613,1,2025-01-09
840,98,14,2,2025-03-17
841,142,410,3,2025-11-15
842,134,733,5,2024-05-18
843,65,254,5,2025-11-19
844,14,576,2,2024-06-06
845,102,863,3,2025-12-22
846,171,994,5,2024-10-13
847,46,763,5,2024-12-18
848,86,902,1,2024-12-12
849,52,921,2,2024-05-20
850,84,317,1,2024-05-29
851,173,955,5,2026-01-29
852,176,184,1,2025-03-10
853,5,931,4,2025-09-16
854,107,70,3,2024-05-21
855,153,704,3,2025-07-27
856,27,348,5,2024-12-18
857,172,808,1,2024-12-22
858,81,461,2,2024-08-05
859,4,846,5,2025-04-06
860,121,310,3,2025-04-03
861,67,555,4,2024-11-27
862,64,380,2,2025-06-09
863,124,423,1,2025-01-22
864,52,412,2,2025-02-19
865,4,917,5,2025-01-28
866,85,267,2,2024-03-30
867,62,580,4,2025-11-26
868,83,846,4,2024-04-09
869,18,359,3,2025-10-03
870,15,561,5,2024-06-19
871,64,753,4,2024-06-22
872,197,252,5,2025-07-15
873,67,446,4,2024-09-30
874,187,371,3,2025-05-11
875,129,614,2,2024-07-14
876,74,922,2,2025-06-10
877,63,91,1,2025-06-20
878,107,399,5,2025-07-19
879,171,744,1,2024-05-16
880,170,384,4,2026-01-24
881,17,921,1,2025-05-22
882,199,353,4,2025-11-18
883,40,911,1,2025-02-16
884,190,839,1,2025-06-14
885,45,47,4,2025-09-10
886,188,269,4,2025-04-06
887,184,602,4,2025-07-18
888,159,740,5,2024-11-05
889,73,161,4,2024-08-09
890,49,659,3,2025-01-20
891,21,1000,4,2025-07-28
892,35,928,1,2024-05-23
893,92,38,1,2024-10-19
894,79,392,5,2025-12-13
895,107,918,2,2024-08-21
896,192,759,5,2025-04-10
897,5,599,2,2024-12-13
898,19,868,2,2024-05-27
899,109,405,4,2025-08-28
900,114,743,4,2025-11-17
901,51,965,1,2025-06-18
902,131,163,4,2024-09-13
903,167,698,3,2026-01-19
904,93,897,1,2024-06-14
905,116,871,2,2025-06-20
906,101,376,4,2025-07-15
907,81,72,2,2024-12-30
908,89,450,4,2024-09-13
909,22,974,2,2025-06-15
910,165,980,3,2025-10-14
911,9,268,4,2024-03-30
912,182,65,2,2024-07-24
913,99,1000,4,2024-04-04
914,133,745,1,2024-12-03
915,95,42,5,2024-08-07
916,135,403,2,2025-12-02
917,122,570,2,2025-10-20
918,159,797,1,2025-08-22
919,173,969,5,2025-10-30
920,66,327,1,2025-07-07
921,119,232,2,2025-01-07
922,197,833,5,2025-10-27
923,17,364,3,2025-05-01
924,47,620,3,2024-06-26
925,94,295,1,2024-03-02
926,90,678,3,2024-03-22
927,176,528,1,2025-06-13
928,85,91,4,2024-06-21
929,170,266,5,2024-11-30
